,id,set_name,img,text,gold_hate,gold_pc,gold_attack,pc,attack
46,89574,train,img/89574.png,i'm cute,['not_hateful'],['pc_empty'],['attack_empty'],None,None
47,25473,train,img/25473.png,and then i told them you're going on a fun camping trip,['not_hateful'],['pc_empty'],['attack_empty'],None,None
48,47913,train,img/47913.png,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama",['not_hateful'],['pc_empty'],['attack_empty'],None,None
49,8295,train,img/08295.png,please consider donating water to children in need,['not_hateful'],['pc_empty'],['attack_empty'],None,None
50,2497,train,img/02497.png,you're a wizard motherfucker,['not_hateful'],['pc_empty'],['attack_empty'],None,None
51,69357,train,img/69357.png,hey look at me! i'm a serial pedofile,['not_hateful'],['pc_empty'],['attack_empty'],None,None
52,15320,train,img/15320.png,obama working to legalize medical cannabis for all of the usa,['not_hateful'],['pc_empty'],['attack_empty'],None,None
53,63182,train,img/63182.png,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,['not_hateful'],['pc_empty'],['attack_empty'],None,None
54,82457,train,img/82457.png,ring ring hello? i've been waiting for your call all damn day!!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
55,81059,train,img/81059.png,i like my refugees like this '' '' '',['not_hateful'],['pc_empty'],['attack_empty'],None,None
56,42137,train,img/42137.png,when you get hungry you can either think about it or..,['not_hateful'],['pc_empty'],['attack_empty'],None,None
57,40832,train,img/40832.png,taking photo with a mosque,['not_hateful'],['pc_empty'],['attack_empty'],None,None
58,46127,train,img/46127.png,"""ay, tone. how'd da gas stay in if da door is made of wood?""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
59,87594,train,img/87594.png,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
60,12548,train,img/12548.png,running chocolate,['not_hateful'],['pc_empty'],['attack_empty'],None,None
61,12894,train,img/12894.png,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free",['not_hateful'],['pc_empty'],['attack_empty'],None,None
62,2476,train,img/02476.png,im never doing a garden again!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
63,5762,train,img/05762.png,"listen bitch, before you start fucking with me you should know my team is bigger",['not_hateful'],['pc_empty'],['attack_empty'],None,None
64,40259,train,img/40259.png,masturbation it's not just for men,['not_hateful'],['pc_empty'],['attack_empty'],None,None
65,85072,train,img/85072.png,what is this sleep of which you speak?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
66,46537,train,img/46537.png,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice",['not_hateful'],['pc_empty'],['attack_empty'],None,None
67,56432,train,img/56432.png,"what if i told you that you cant ""tolerate"" a person who agrees with you? """,['not_hateful'],['pc_empty'],['attack_empty'],None,None
68,39805,train,img/39805.png,look both ways before you cross the street,['not_hateful'],['pc_empty'],['attack_empty'],None,None
69,29163,train,img/29163.png,what kind of punch can take out 20 kids and 6 adults? a sandy hook,['not_hateful'],['pc_empty'],['attack_empty'],None,None
70,36072,train,img/36072.png,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",['not_hateful'],['pc_empty'],['attack_empty'],None,None
71,60147,train,img/60147.png,meditation before going to school,['not_hateful'],['pc_empty'],['attack_empty'],None,None
72,38612,train,img/38612.png,so there is this new implant that can actually fix stupid,['not_hateful'],['pc_empty'],['attack_empty'],None,None
73,34961,train,img/34961.png,this cat is pushing a watermelon out of a lake. your argument is invalid,['not_hateful'],['pc_empty'],['attack_empty'],None,None
74,89762,train,img/89762.png,that blackened chicken was so dry it reminded me of your mother,['not_hateful'],['pc_empty'],['attack_empty'],None,None
75,38465,train,img/38465.png,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes",['not_hateful'],['pc_empty'],['attack_empty'],None,None
76,53289,train,img/53289.png,when everybody's worried about their ex but you're just here enjoying your lemonade,['not_hateful'],['pc_empty'],['attack_empty'],None,None
77,18350,train,img/18350.png,when you see the gas bill,['not_hateful'],['pc_empty'],['attack_empty'],None,None
78,91547,train,img/91547.png,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,['not_hateful'],['pc_empty'],['attack_empty'],None,None
79,30247,train,img/30247.png,broken chair,['not_hateful'],['pc_empty'],['attack_empty'],None,None
80,93741,train,img/93741.png,stop being a bitch,['not_hateful'],['pc_empty'],['attack_empty'],None,None
81,51243,train,img/51243.png,honestly how often do you masturbate?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
82,5384,train,img/05384.png,spending quality time with dad,['not_hateful'],['pc_empty'],['attack_empty'],None,None
83,1845,train,img/01845.png,when you consume too much trans fat,['not_hateful'],['pc_empty'],['attack_empty'],None,None
84,41385,train,img/41385.png,y'all kids claims to be victims of slavery when we were the ones who lived it,['not_hateful'],['pc_empty'],['attack_empty'],None,None
85,80521,train,img/80521.png,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,['not_hateful'],['pc_empty'],['attack_empty'],None,None
86,34165,train,img/34165.png,be happy you dont have neanderthal dna,['not_hateful'],['pc_empty'],['attack_empty'],None,None
87,9617,train,img/09617.png,when you turn on the light and realize you have been fisting the wrong hole,['not_hateful'],['pc_empty'],['attack_empty'],None,None
88,35618,train,img/35618.png,i woke up like this,['not_hateful'],['pc_empty'],['attack_empty'],None,None
89,5249,train,img/05249.png,i am still so confused about the strategies in this game,['not_hateful'],['pc_empty'],['attack_empty'],None,None
90,57349,train,img/57349.png,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",['not_hateful'],['pc_empty'],['attack_empty'],None,None
91,20568,train,img/20568.png,meanwhile at the isis strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
92,12890,train,img/12890.png,hitler getting his tan on,['not_hateful'],['pc_empty'],['attack_empty'],None,None
93,63217,train,img/63217.png,when you're facetimeing and accidently fall down the stairs,['not_hateful'],['pc_empty'],['attack_empty'],None,None
94,3271,train,img/03271.png,when your wife and girlfriend dont get along,['not_hateful'],['pc_empty'],['attack_empty'],None,None
95,35264,train,img/35264.png,i like your cologne what is that? tricare? deers,['not_hateful'],['pc_empty'],['attack_empty'],None,None
96,12348,train,img/12348.png,"bitch, say something else",['not_hateful'],['pc_empty'],['attack_empty'],None,None
97,14052,train,img/14052.png,this is racist but this is not?????,['not_hateful'],['pc_empty'],['attack_empty'],None,None
98,81064,train,img/81064.png,"your tits... in my hands, put them you will",['not_hateful'],['pc_empty'],['attack_empty'],None,None
99,74391,train,img/74391.png,there must be some way this victimizes me,['not_hateful'],['pc_empty'],['attack_empty'],None,None
100,36152,train,img/36152.png,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",['not_hateful'],['pc_empty'],['attack_empty'],None,None
101,80256,train,img/80256.png,damn girl that's a policy i could get behind,['not_hateful'],['pc_empty'],['attack_empty'],None,None
102,21948,train,img/21948.png,this guy grabs your girl's ass in the bar what do you do?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
103,70532,train,img/70532.png,it's important to listen to your elders please don't forget!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
104,25806,train,img/25806.png,when you have to make your own pool,['not_hateful'],['pc_empty'],['attack_empty'],None,None
105,27398,train,img/27398.png,"if you believe that, i've got a virgin goat to sell you!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
106,18730,train,img/18730.png,immigration invasion learn the difference,['not_hateful'],['pc_empty'],['attack_empty'],None,None
107,75216,train,img/75216.png,want one as a slave when you watch how slow they work and you wonder why anyone would,['not_hateful'],['pc_empty'],['attack_empty'],None,None
108,91754,train,img/91754.png,when you finally buy a dishwasher this works a lot better than a sponge,['not_hateful'],['pc_empty'],['attack_empty'],None,None
109,42153,train,img/42153.png,we build our houses with stone,['not_hateful'],['pc_empty'],['attack_empty'],None,None
110,18673,train,img/18673.png,how to remember kid in hot car keep 2nd road beer with them,['not_hateful'],['pc_empty'],['attack_empty'],None,None
111,97523,train,img/97523.png,you are so cute,['not_hateful'],['pc_empty'],['attack_empty'],None,None
112,23748,train,img/23748.png,bigbird singing to child on seasame street,['not_hateful'],['pc_empty'],['attack_empty'],None,None
113,69412,train,img/69412.png,best part about a hooker dying on you? the 2nd hour is free,['not_hateful'],['pc_empty'],['attack_empty'],None,None
114,59073,train,img/59073.png,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,['not_hateful'],['pc_empty'],['attack_empty'],None,None
115,28405,train,img/28405.png,white people already paid reparations,['not_hateful'],['pc_empty'],['attack_empty'],None,None
116,63492,train,img/63492.png,making america white again,['not_hateful'],['pc_empty'],['attack_empty'],None,None
117,92670,train,img/92670.png,"scared you today, didn't i?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
118,79856,train,img/79856.png,my friends coming to see me after a crazy friday night,['not_hateful'],['pc_empty'],['attack_empty'],None,None
119,71436,train,img/71436.png,trump supporters be like mexicans stole my teeth,['not_hateful'],['pc_empty'],['attack_empty'],None,None
120,50487,train,img/50487.png,celebreated 4/20 on january 5th because i know how to reduce fractions,['not_hateful'],['pc_empty'],['attack_empty'],None,None
121,6431,train,img/06431.png,when the employee asks what bra size you wear,['not_hateful'],['pc_empty'],['attack_empty'],None,None
122,28793,train,img/28793.png,congratulations it's non binary,['not_hateful'],['pc_empty'],['attack_empty'],None,None
123,98501,train,img/98501.png,send me sexy pic,['not_hateful'],['pc_empty'],['attack_empty'],None,None
124,96231,train,img/96231.png,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,['not_hateful'],['pc_empty'],['attack_empty'],None,None
125,81673,train,img/81673.png,when they don't get the memo that they lost the war,['not_hateful'],['pc_empty'],['attack_empty'],None,None
126,41830,train,img/41830.png,if he's marrying me then why's he fucking my mom,['not_hateful'],['pc_empty'],['attack_empty'],None,None
127,81069,train,img/81069.png,when you bout to nut in your cousin and you hear the barn door open,['not_hateful'],['pc_empty'],['attack_empty'],None,None
128,72584,train,img/72584.png,9 months before i was born i went to a party with my dad and left with my mom,['not_hateful'],['pc_empty'],['attack_empty'],None,None
129,6359,train,img/06359.png,what women think they'll do when the economy collapses vs what they'll actually do,['not_hateful'],['pc_empty'],['attack_empty'],None,None
130,93260,train,img/93260.png,when she smiles at you from a distance,['not_hateful'],['pc_empty'],['attack_empty'],None,None
131,40839,train,img/40839.png,see if you can find the guys from white chicks lol,['not_hateful'],['pc_empty'],['attack_empty'],None,None
132,8516,train,img/08516.png,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days,['not_hateful'],['pc_empty'],['attack_empty'],None,None
133,53012,train,img/53012.png,"nothing says ""pull me over"" like some red solo cup brake lights!",['not_hateful'],['pc_empty'],['attack_empty'],None,None
134,26198,train,img/26198.png,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me",['not_hateful'],['pc_empty'],['attack_empty'],None,None
135,61952,train,img/61952.png,what i say about the gunman every time there's a mass shooting,['not_hateful'],['pc_empty'],['attack_empty'],None,None
136,80269,train,img/80269.png,this is really out of mein kampfert zone,['not_hateful'],['pc_empty'],['attack_empty'],None,None
137,5712,train,img/05712.png,god will forgive you no matter what you've done sweet,['not_hateful'],['pc_empty'],['attack_empty'],None,None
138,72941,train,img/72941.png,hey liberals & democrats have you forgotten,['not_hateful'],['pc_empty'],['attack_empty'],None,None
139,21853,train,img/21853.png,pure american muscle,['not_hateful'],['pc_empty'],['attack_empty'],None,None
140,90146,train,img/90146.png,all races are equal,['not_hateful'],['pc_empty'],['attack_empty'],None,None
141,51278,train,img/51278.png,when you haven't stolen anything in a week,['not_hateful'],['pc_empty'],['attack_empty'],None,None
142,63095,train,img/63095.png,when you have errands to run but you're too tired to deal,['not_hateful'],['pc_empty'],['attack_empty'],None,None
143,96058,train,img/96058.png,husband gives massage.. ...aaaand now i have a dick in me,['not_hateful'],['pc_empty'],['attack_empty'],None,None
144,37259,train,img/37259.png,loyalty always has a cost some times it pays off... ...and some times you take a loss,['not_hateful'],['pc_empty'],['attack_empty'],None,None
145,19352,train,img/19352.png,ain't nothing but a goat,['not_hateful'],['pc_empty'],['attack_empty'],None,None
146,65213,train,img/65213.png,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",['not_hateful'],['pc_empty'],['attack_empty'],None,None
147,24368,train,img/24368.png,ignorance and hate will lead you to nothing but shame,['not_hateful'],['pc_empty'],['attack_empty'],None,None
148,58426,train,img/58426.png,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,['not_hateful'],['pc_empty'],['attack_empty'],None,None
149,96785,train,img/96785.png,lost african tribe,['not_hateful'],['pc_empty'],['attack_empty'],None,None
150,40567,train,img/40567.png,anne frank writing in her diary,['not_hateful'],['pc_empty'],['attack_empty'],None,None
151,4823,train,img/04823.png,definitely a new cultural era!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
152,93826,train,img/93826.png,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",['not_hateful'],['pc_empty'],['attack_empty'],None,None
153,56392,train,img/56392.png,dick punch funny regardless of species,['not_hateful'],['pc_empty'],['attack_empty'],None,None
154,30986,train,img/30986.png,this beef is so raw its eating the salad,['not_hateful'],['pc_empty'],['attack_empty'],None,None
155,75823,train,img/75823.png,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,['not_hateful'],['pc_empty'],['attack_empty'],None,None
156,84072,train,img/84072.png,when you're fucking but wanna make sure he's not stealing anything,['not_hateful'],['pc_empty'],['attack_empty'],None,None
157,93147,train,img/93147.png,replaced kitty litter with pop rocks,['not_hateful'],['pc_empty'],['attack_empty'],None,None
158,92874,train,img/92874.png,so..convert to islam or die?  i say fuck it..let's roll,['not_hateful'],['pc_empty'],['attack_empty'],None,None
159,93614,train,img/93614.png,"i'm sorry i left the seat up, it won't happen again",['not_hateful'],['pc_empty'],['attack_empty'],None,None
160,2691,train,img/02691.png,teaching them how to hunt young,['not_hateful'],['pc_empty'],['attack_empty'],None,None
161,91708,train,img/91708.png,when mohamed puts it inside,['not_hateful'],['pc_empty'],['attack_empty'],None,None
162,25783,train,img/25783.png,let's see if they get scared now ! bring they ass out here ! we will cut their heads off,['not_hateful'],['pc_empty'],['attack_empty'],None,None
163,16098,train,img/16098.png,when you find out who's been eating your leftovers,['not_hateful'],['pc_empty'],['attack_empty'],None,None
164,30452,train,img/30452.png,trump supporters be like show me where he lied,['not_hateful'],['pc_empty'],['attack_empty'],None,None
165,86491,train,img/86491.png,you are not wanted! you are a mental deficient!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
166,81734,train,img/81734.png,when instincts take over,['not_hateful'],['pc_empty'],['attack_empty'],None,None
167,4683,train,img/04683.png,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",['not_hateful'],['pc_empty'],['attack_empty'],None,None
168,92608,train,img/92608.png,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns,['not_hateful'],['pc_empty'],['attack_empty'],None,None
169,61453,train,img/61453.png,when you find the cake your mum was hiding from you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
170,39601,train,img/39601.png,welcome refugees to poland's newest 5 star hotel,['not_hateful'],['pc_empty'],['attack_empty'],None,None
171,12035,train,img/12035.png,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,['not_hateful'],['pc_empty'],['attack_empty'],None,None
172,56287,train,img/56287.png,"and then i says to her no, i got your nose",['not_hateful'],['pc_empty'],['attack_empty'],None,None
173,19036,train,img/19036.png,infamous,['not_hateful'],['pc_empty'],['attack_empty'],None,None
174,62804,train,img/62804.png,look at this throatagraph,['not_hateful'],['pc_empty'],['attack_empty'],None,None
175,81579,train,img/81579.png,the look your women gives you when you can't finsh the job,['not_hateful'],['pc_empty'],['attack_empty'],None,None
176,80247,train,img/80247.png,the pimp hand strong enough for man but made for teaching,['not_hateful'],['pc_empty'],['attack_empty'],None,None
177,52890,train,img/52890.png,wait this isn't my dog,['not_hateful'],['pc_empty'],['attack_empty'],None,None
178,2485,train,img/02485.png,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,['not_hateful'],['pc_empty'],['attack_empty'],None,None
179,50793,train,img/50793.png,a muslim in congress wants to get rid of homeland security let that sink in,['not_hateful'],['pc_empty'],['attack_empty'],None,None
180,13857,train,img/13857.png,this is why we shoot you guys,['not_hateful'],['pc_empty'],['attack_empty'],None,None
181,43617,train,img/43617.png,this chick can't stand fishing,['not_hateful'],['pc_empty'],['attack_empty'],None,None
182,49601,train,img/49601.png,when your fifth pet eats food from another guys hand,['not_hateful'],['pc_empty'],['attack_empty'],None,None
183,35102,train,img/35102.png,please be patient... we creating a better fuckup for all,['not_hateful'],['pc_empty'],['attack_empty'],None,None
184,10659,train,img/10659.png,chinese ppl be like happy thanksgiving,['not_hateful'],['pc_empty'],['attack_empty'],None,None
185,36081,train,img/36081.png,in this edition we don't buy property; we steal it!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
186,39256,train,img/39256.png,"this isn't the way, there's always a better way",['not_hateful'],['pc_empty'],['attack_empty'],None,None
187,38475,train,img/38475.png,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart",['not_hateful'],['pc_empty'],['attack_empty'],None,None
188,49083,train,img/49083.png,when you catch your goat with another man ya done fucked up,['not_hateful'],['pc_empty'],['attack_empty'],None,None
189,67823,train,img/67823.png,as much as abdul tried he could not get the fucker into first gear,['not_hateful'],['pc_empty'],['attack_empty'],None,None
190,70928,train,img/70928.png,when you drink and drive you will get busted,['not_hateful'],['pc_empty'],['attack_empty'],None,None
191,24309,train,img/24309.png,when people ask me who my favorite golden girl is,['not_hateful'],['pc_empty'],['attack_empty'],None,None
192,5269,train,img/05269.png,been talking shit about trump since day one. now crying like bitches after getting called out,['not_hateful'],['pc_empty'],['attack_empty'],None,None
193,61278,train,img/61278.png,in a wolrd full of these people be this person,['not_hateful'],['pc_empty'],['attack_empty'],None,None
194,81675,train,img/81675.png,when your boss asks for the report but you went out the past few nights,['not_hateful'],['pc_empty'],['attack_empty'],None,None
195,38629,train,img/38629.png,a good heart goes a long way,['not_hateful'],['pc_empty'],['attack_empty'],None,None
196,6458,train,img/06458.png,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",['not_hateful'],['pc_empty'],['attack_empty'],None,None
197,26794,train,img/26794.png,feel that? it used to belong to bruce jenner,['not_hateful'],['pc_empty'],['attack_empty'],None,None
198,85704,train,img/85704.png,how people look at me when i tell em i don't have kids,['not_hateful'],['pc_empty'],['attack_empty'],None,None
199,75102,train,img/75102.png,whose dick do i have to suck to get these charges dropped?,['not_hateful'],['pc_empty'],['attack_empty'],None,None
200,91268,train,img/91268.png,can afford to travel from romania to london still picks your pocket,['not_hateful'],['pc_empty'],['attack_empty'],None,None
201,42179,train,img/42179.png,immigrants illegal aliens,['not_hateful'],['pc_empty'],['attack_empty'],None,None
202,35097,train,img/35097.png,meanwhile at the isis strip club,['not_hateful'],['pc_empty'],['attack_empty'],None,None
203,83570,train,img/83570.png,the loudest one in the room.. is the weakest one in the room,['not_hateful'],['pc_empty'],['attack_empty'],None,None
204,54790,train,img/54790.png,what people do in the bedroom is not anyone else's business,['not_hateful'],['pc_empty'],['attack_empty'],None,None
205,25068,train,img/25068.png,i really like 50 cent or as we call him in zimbabwe 4 billion dollars,['not_hateful'],['pc_empty'],['attack_empty'],None,None
206,35861,train,img/35861.png,banner in the streets hulk in the sheets,['not_hateful'],['pc_empty'],['attack_empty'],None,None
207,92741,train,img/92741.png,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol",['not_hateful'],['pc_empty'],['attack_empty'],None,None
208,26417,train,img/26417.png,left lanes need to exit right right lanes need to exit left here's 300 feet. make it happen,['not_hateful'],['pc_empty'],['attack_empty'],None,None
209,18407,train,img/18407.png,wing wing wing herro? thats racist!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
210,47326,train,img/47326.png,we are soldiers and we fight for our countries to our last minutes,['not_hateful'],['pc_empty'],['attack_empty'],None,None
211,50768,train,img/50768.png,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over yeah, just like she infiltrated mcdonalds all those years..",['not_hateful'],['pc_empty'],['attack_empty'],None,None
212,86594,train,img/86594.png,wait for it .. ,['not_hateful'],['pc_empty'],['attack_empty'],None,None
213,10264,train,img/10264.png,when you eat her ass and then she say that she don't suck dick... wayment,['not_hateful'],['pc_empty'],['attack_empty'],None,None
214,79312,train,img/79312.png,for seal thanks.. very fucking useful,['not_hateful'],['pc_empty'],['attack_empty'],None,None
215,17832,train,img/17832.png,it's time we make peace with islam,['not_hateful'],['pc_empty'],['attack_empty'],None,None
216,15432,train,img/15432.png,when ur too young to know the concept of racism but ur happy cause u got a new pet,['not_hateful'],['pc_empty'],['attack_empty'],None,None
217,34506,train,img/34506.png,what's the difference between menstrual blood and sand? you can't gargle sand,['not_hateful'],['pc_empty'],['attack_empty'],None,None
218,30492,train,img/30492.png,when i grow up i'm going to be a famous doctor,['not_hateful'],['pc_empty'],['attack_empty'],None,None
219,31794,train,img/31794.png,i said a glass of orange juice not just any juice,['not_hateful'],['pc_empty'],['attack_empty'],None,None
220,61578,train,img/61578.png,still smiles even when they are scared,['not_hateful'],['pc_empty'],['attack_empty'],None,None
221,17659,train,img/17659.png,ex girfriends be like.. i don't even care what he does anymore!!!,['not_hateful'],['pc_empty'],['attack_empty'],None,None
222,15649,train,img/15649.png,be kind to those less fortunate than you,['not_hateful'],['pc_empty'],['attack_empty'],None,None
223,51460,train,img/51460.png,love is love respect,['not_hateful'],['pc_empty'],['attack_empty'],None,None
224,60329,train,img/60329.png,we swore we'd never forget 911,['not_hateful'],['pc_empty'],['attack_empty'],None,None
